"transaction_id","customer_id","category","item","price_per_unit","quantity","total_spent","payment_method","location","transaction_date","discount_applied","recover_total_spent","recover_quantity","recover_price_per_unit"
"TXN_3329144","CUST_23","Food",NA,NA,3,73.5,"Credit Card","In-store",2025-01-11,FALSE,FALSE,FALSE,TRUE
"TXN_2190232","CUST_06","Furniture",NA,NA,7,224,"Digital Wallet","In-store",2024-02-16,FALSE,FALSE,FALSE,TRUE
"TXN_4771109","CUST_21","Electric household essentials",NA,NA,10,410,"Digital Wallet","In-store",2022-07-03,TRUE,FALSE,FALSE,TRUE
"TXN_3169757","CUST_11","Beverages",NA,NA,7,224,"Digital Wallet","Online",2024-04-04,FALSE,FALSE,FALSE,TRUE
"TXN_2288041","CUST_24","Food",NA,NA,10,410,"Digital Wallet","In-store",2023-09-02,FALSE,FALSE,FALSE,TRUE
"TXN_5647485","CUST_15","Food",NA,NA,9,112.5,"Digital Wallet","In-store",2024-01-13,FALSE,FALSE,FALSE,TRUE
"TXN_1610493","CUST_11","Electric household essentials",NA,NA,1,18.5,"Cash","Online",2023-01-26,NA,FALSE,FALSE,TRUE
"TXN_6852237","CUST_02","Patisserie",NA,NA,1,21.5,"Credit Card","In-store",2023-08-29,TRUE,FALSE,FALSE,TRUE
"TXN_4452577","CUST_16","Electric household essentials",NA,NA,4,128,"Digital Wallet","Online",2022-02-13,TRUE,FALSE,FALSE,TRUE
"TXN_8016362","CUST_03","Electric household essentials",NA,NA,6,246,"Cash","Online",2022-08-18,TRUE,FALSE,FALSE,TRUE
"TXN_2010228","CUST_17","Food",NA,NA,4,32,"Digital Wallet","In-store",2025-01-06,NA,FALSE,FALSE,TRUE
"TXN_7156790","CUST_10","Food",NA,NA,4,92,"Digital Wallet","Online",2022-11-24,TRUE,FALSE,FALSE,TRUE
"TXN_7026911","CUST_23","Patisserie",NA,NA,8,268,"Credit Card","In-store",2022-12-23,TRUE,FALSE,FALSE,TRUE
"TXN_1702959","CUST_03","Butchers",NA,NA,10,380,"Cash","In-store",2022-02-22,FALSE,FALSE,FALSE,TRUE
"TXN_2018105","CUST_13","Computers and electric accessories",NA,NA,10,80,"Credit Card","In-store",2023-10-07,FALSE,FALSE,FALSE,TRUE
"TXN_1058643","CUST_23","Food",NA,NA,2,19,"Digital Wallet","In-store",2024-10-01,FALSE,FALSE,FALSE,TRUE
"TXN_6211037","CUST_20","Patisserie",NA,NA,7,66.5,"Digital Wallet","In-store",2024-07-24,FALSE,FALSE,FALSE,TRUE
"TXN_4872092","CUST_23","Electric household essentials",NA,NA,3,123,"Cash","In-store",2024-11-02,NA,FALSE,FALSE,TRUE
"TXN_4793029","CUST_20","Food",NA,NA,4,92,"Credit Card","In-store",2024-12-07,NA,FALSE,FALSE,TRUE
"TXN_3922646","CUST_08","Electric household essentials",NA,NA,2,64,"Cash","Online",2023-07-27,FALSE,FALSE,FALSE,TRUE
"TXN_4123276","CUST_14","Food",NA,NA,5,62.5,"Digital Wallet","Online",2023-07-09,FALSE,FALSE,FALSE,TRUE
"TXN_9611416","CUST_19","Butchers",NA,NA,3,24,"Digital Wallet","Online",2022-09-02,TRUE,FALSE,FALSE,TRUE
"TXN_5758502","CUST_21","Food",NA,NA,3,73.5,"Credit Card","In-store",2024-01-01,NA,FALSE,FALSE,TRUE
"TXN_1809957","CUST_04","Milk Products",NA,NA,9,355.5,"Credit Card","Online",2022-10-12,TRUE,FALSE,FALSE,TRUE
"TXN_8693268","CUST_19","Computers and electric accessories",NA,NA,5,197.5,"Credit Card","In-store",2022-05-31,NA,FALSE,FALSE,TRUE
"TXN_2004814","CUST_16","Computers and electric accessories",NA,NA,5,160,"Credit Card","Online",2023-05-14,TRUE,FALSE,FALSE,TRUE
"TXN_9321451","CUST_10","Furniture",NA,NA,1,5,"Credit Card","Online",2022-11-21,NA,FALSE,FALSE,TRUE
"TXN_1051223","CUST_08","Patisserie",NA,NA,9,45,"Credit Card","Online",2023-10-25,NA,FALSE,FALSE,TRUE
"TXN_4335485","CUST_25","Butchers",NA,NA,5,115,"Digital Wallet","In-store",2022-12-29,TRUE,FALSE,FALSE,TRUE
"TXN_8240954","CUST_24","Butchers",NA,NA,3,91.5,"Cash","Online",2022-04-05,FALSE,FALSE,FALSE,TRUE
"TXN_3875311","CUST_13","Food",NA,NA,2,40,"Digital Wallet","In-store",2023-07-24,FALSE,FALSE,FALSE,TRUE
"TXN_5796230","CUST_03","Milk Products",NA,NA,5,40,"Digital Wallet","In-store",2022-05-30,FALSE,FALSE,FALSE,TRUE
"TXN_2487307","CUST_19","Electric household essentials",NA,NA,7,234.5,"Credit Card","Online",2022-04-18,FALSE,FALSE,FALSE,TRUE
"TXN_7965748","CUST_08","Patisserie",NA,NA,8,328,"Digital Wallet","In-store",2023-01-14,NA,FALSE,FALSE,TRUE
"TXN_3873648","CUST_12","Butchers",NA,NA,4,146,"Credit Card","Online",2022-12-09,TRUE,FALSE,FALSE,TRUE
"TXN_6842211","CUST_22","Food",NA,NA,9,193.5,"Digital Wallet","Online",2024-08-16,FALSE,FALSE,FALSE,TRUE
"TXN_2715374","CUST_12","Computers and electric accessories",NA,NA,7,171.5,"Credit Card","In-store",2023-03-15,TRUE,FALSE,FALSE,TRUE
"TXN_1310254","CUST_20","Milk Products",NA,NA,8,232,"Digital Wallet","Online",2022-03-16,TRUE,FALSE,FALSE,TRUE
"TXN_9864135","CUST_25","Electric household essentials",NA,NA,1,20,"Digital Wallet","Online",2023-08-17,FALSE,FALSE,FALSE,TRUE
"TXN_7852595","CUST_21","Milk Products",NA,NA,1,8,"Cash","Online",2022-08-04,FALSE,FALSE,FALSE,TRUE
"TXN_3666581","CUST_07","Electric household essentials",NA,NA,3,46.5,"Cash","In-store",2024-06-08,NA,FALSE,FALSE,TRUE
"TXN_8373098","CUST_18","Butchers",NA,NA,7,234.5,"Digital Wallet","Online",2024-04-02,NA,FALSE,FALSE,TRUE
"TXN_6948452","CUST_18","Electric household essentials",NA,NA,5,47.5,"Digital Wallet","In-store",2024-11-05,NA,FALSE,FALSE,TRUE
"TXN_4671556","CUST_06","Food",NA,NA,3,51,"Cash","In-store",2022-09-13,FALSE,FALSE,FALSE,TRUE
"TXN_6730547","CUST_18","Butchers",NA,NA,2,40,"Credit Card","Online",2024-01-17,TRUE,FALSE,FALSE,TRUE
"TXN_9416158","CUST_24","Butchers",NA,NA,2,25,"Cash","In-store",2023-01-27,FALSE,FALSE,FALSE,TRUE
"TXN_7302842","CUST_15","Butchers",NA,NA,10,80,"Digital Wallet","Online",2024-11-05,NA,FALSE,FALSE,TRUE
"TXN_1164094","CUST_09","Patisserie",NA,NA,3,33,"Digital Wallet","In-store",2024-07-29,NA,FALSE,FALSE,TRUE
"TXN_5831445","CUST_17","Beverages",NA,NA,4,98,"Cash","In-store",2023-10-31,NA,FALSE,FALSE,TRUE
"TXN_7929084","CUST_15","Computers and electric accessories",NA,NA,1,26,"Cash","Online",2023-04-09,TRUE,FALSE,FALSE,TRUE
"TXN_3768715","CUST_12","Patisserie",NA,NA,7,161,"Cash","Online",2023-12-24,TRUE,FALSE,FALSE,TRUE
"TXN_9805058","CUST_19","Butchers",NA,NA,7,98,"Cash","In-store",2024-06-24,NA,FALSE,FALSE,TRUE
"TXN_6345102","CUST_23","Food",NA,NA,6,165,"Cash","Online",2022-12-20,NA,FALSE,FALSE,TRUE
"TXN_8686018","CUST_07","Patisserie",NA,NA,8,160,"Credit Card","Online",2024-07-29,FALSE,FALSE,FALSE,TRUE
"TXN_8831425","CUST_12","Butchers",NA,NA,3,28.5,"Credit Card","In-store",2023-09-08,TRUE,FALSE,FALSE,TRUE
"TXN_2770070","CUST_22","Electric household essentials",NA,NA,6,165,"Digital Wallet","In-store",2022-06-10,NA,FALSE,FALSE,TRUE
"TXN_7744516","CUST_04","Computers and electric accessories",NA,NA,10,215,"Credit Card","In-store",2023-09-19,FALSE,FALSE,FALSE,TRUE
"TXN_2119863","CUST_24","Patisserie",NA,NA,10,365,"Cash","Online",2024-12-24,TRUE,FALSE,FALSE,TRUE
"TXN_6027273","CUST_01","Milk Products",NA,NA,1,12.5,"Digital Wallet","In-store",2023-03-20,NA,FALSE,FALSE,TRUE
"TXN_3277863","CUST_17","Furniture",NA,NA,7,224,"Credit Card","Online",2022-12-16,FALSE,FALSE,FALSE,TRUE
"TXN_2595449","CUST_02","Furniture",NA,NA,10,95,"Cash","Online",2024-07-08,TRUE,FALSE,FALSE,TRUE
"TXN_9161445","CUST_11","Beverages",NA,NA,6,174,"Cash","In-store",2023-11-03,NA,FALSE,FALSE,TRUE
"TXN_2602356","CUST_12","Food",NA,NA,5,40,"Cash","Online",2024-01-31,NA,FALSE,FALSE,TRUE
"TXN_6970868","CUST_20","Computers and electric accessories",NA,NA,9,234,"Cash","Online",2023-12-17,TRUE,FALSE,FALSE,TRUE
"TXN_9860940","CUST_09","Furniture",NA,NA,9,328.5,"Credit Card","Online",2024-06-11,NA,FALSE,FALSE,TRUE
"TXN_3526562","CUST_24","Butchers",NA,NA,1,29,"Credit Card","Online",2024-10-27,TRUE,FALSE,FALSE,TRUE
"TXN_1032287","CUST_16","Food",NA,NA,2,43,"Cash","Online",2022-07-27,NA,FALSE,FALSE,TRUE
"TXN_2357597","CUST_21","Computers and electric accessories",NA,NA,3,15,"Cash","Online",2024-04-17,TRUE,FALSE,FALSE,TRUE
"TXN_7868771","CUST_14","Food",NA,NA,5,107.5,"Cash","In-store",2024-12-31,NA,FALSE,FALSE,TRUE
"TXN_1586746","CUST_01","Furniture",NA,NA,3,73.5,"Credit Card","Online",2022-08-06,TRUE,FALSE,FALSE,TRUE
"TXN_5037401","CUST_15","Milk Products",NA,NA,1,11,"Digital Wallet","In-store",2022-10-31,NA,FALSE,FALSE,TRUE
"TXN_5391734","CUST_12","Beverages",NA,NA,3,46.5,"Digital Wallet","Online",2024-11-17,NA,FALSE,FALSE,TRUE
"TXN_6004811","CUST_18","Electric household essentials",NA,NA,6,183,"Digital Wallet","In-store",2023-07-08,FALSE,FALSE,FALSE,TRUE
"TXN_9020139","CUST_19","Computers and electric accessories",NA,NA,2,61,"Digital Wallet","In-store",2024-04-15,NA,FALSE,FALSE,TRUE
"TXN_4684828","CUST_06","Patisserie",NA,NA,4,56,"Credit Card","In-store",2023-06-04,TRUE,FALSE,FALSE,TRUE
"TXN_9748964","CUST_24","Furniture",NA,NA,2,28,"Cash","In-store",2024-02-21,FALSE,FALSE,FALSE,TRUE
"TXN_9714585","CUST_07","Food",NA,NA,10,290,"Digital Wallet","Online",2024-11-10,NA,FALSE,FALSE,TRUE
"TXN_6314299","CUST_19","Milk Products",NA,NA,6,246,"Credit Card","Online",2022-02-14,NA,FALSE,FALSE,TRUE
"TXN_2261622","CUST_02","Beverages",NA,NA,9,180,"Cash","In-store",2022-09-27,TRUE,FALSE,FALSE,TRUE
"TXN_9333110","CUST_15","Computers and electric accessories",NA,NA,2,22,"Cash","In-store",2024-07-03,FALSE,FALSE,FALSE,TRUE
"TXN_5445578","CUST_11","Furniture",NA,NA,8,52,"Credit Card","In-store",2023-04-11,TRUE,FALSE,FALSE,TRUE
"TXN_9698787","CUST_09","Beverages",NA,NA,3,28.5,"Cash","Online",2024-11-13,FALSE,FALSE,FALSE,TRUE
"TXN_9925855","CUST_03","Beverages",NA,NA,8,304,"Digital Wallet","In-store",2024-10-02,NA,FALSE,FALSE,TRUE
"TXN_7003816","CUST_10","Butchers",NA,NA,1,21.5,"Credit Card","In-store",2024-07-15,NA,FALSE,FALSE,TRUE
"TXN_8332438","CUST_12","Butchers",NA,NA,2,16,"Credit Card","Online",2024-04-19,TRUE,FALSE,FALSE,TRUE
"TXN_4327045","CUST_08","Electric household essentials",NA,NA,9,369,"Cash","Online",2024-08-11,FALSE,FALSE,FALSE,TRUE
"TXN_3829639","CUST_20","Furniture",NA,NA,2,22,"Digital Wallet","In-store",2022-03-29,FALSE,FALSE,FALSE,TRUE
"TXN_3427189","CUST_09","Food",NA,NA,9,220.5,"Cash","In-store",2024-04-10,TRUE,FALSE,FALSE,TRUE
"TXN_5225733","CUST_02","Patisserie",NA,NA,8,124,"Cash","Online",2023-04-08,TRUE,FALSE,FALSE,TRUE
"TXN_3728004","CUST_25","Beverages",NA,NA,3,46.5,"Cash","In-store",2022-08-23,NA,FALSE,FALSE,TRUE
"TXN_3961088","CUST_04","Furniture",NA,NA,2,34,"Digital Wallet","In-store",2023-03-23,TRUE,FALSE,FALSE,TRUE
"TXN_6659981","CUST_17","Beverages",NA,NA,9,153,"Credit Card","Online",2023-06-19,TRUE,FALSE,FALSE,TRUE
"TXN_6087492","CUST_24","Patisserie",NA,NA,3,15,"Credit Card","In-store",2023-12-14,TRUE,FALSE,FALSE,TRUE
"TXN_4047279","CUST_09","Electric household essentials",NA,NA,1,36.5,"Credit Card","In-store",2024-07-08,NA,FALSE,FALSE,TRUE
"TXN_4128346","CUST_14","Beverages",NA,NA,3,42,"Cash","In-store",2024-01-31,NA,FALSE,FALSE,TRUE
"TXN_3915802","CUST_04","Electric household essentials",NA,NA,2,76,"Cash","Online",2023-01-12,TRUE,FALSE,FALSE,TRUE
"TXN_6002055","CUST_16","Milk Products",NA,NA,1,17,"Digital Wallet","In-store",2022-03-20,TRUE,FALSE,FALSE,TRUE
"TXN_4703736","CUST_16","Milk Products",NA,NA,4,62,"Digital Wallet","Online",2023-05-27,FALSE,FALSE,FALSE,TRUE
"TXN_7179907","CUST_22","Food",NA,NA,10,245,"Cash","Online",2022-07-23,FALSE,FALSE,FALSE,TRUE
"TXN_8628417","CUST_09","Furniture",NA,NA,5,47.5,"Digital Wallet","In-store",2022-10-09,TRUE,FALSE,FALSE,TRUE
"TXN_5452486","CUST_13","Electric household essentials",NA,NA,2,76,"Credit Card","In-store",2023-10-22,TRUE,FALSE,FALSE,TRUE
"TXN_2701654","CUST_21","Computers and electric accessories",NA,NA,1,35,"Credit Card","In-store",2022-01-06,NA,FALSE,FALSE,TRUE
"TXN_3935581","CUST_07","Food",NA,NA,10,80,"Digital Wallet","In-store",2024-05-13,TRUE,FALSE,FALSE,TRUE
"TXN_1202968","CUST_11","Electric household essentials",NA,NA,8,112,"Digital Wallet","Online",2022-09-03,TRUE,FALSE,FALSE,TRUE
"TXN_5520385","CUST_24","Milk Products",NA,NA,5,137.5,"Digital Wallet","In-store",2024-09-28,NA,FALSE,FALSE,TRUE
"TXN_1525936","CUST_20","Computers and electric accessories",NA,NA,8,112,"Digital Wallet","In-store",2025-01-15,FALSE,FALSE,FALSE,TRUE
"TXN_4422875","CUST_23","Furniture",NA,NA,2,52,"Digital Wallet","In-store",2023-10-01,FALSE,FALSE,FALSE,TRUE
"TXN_9122442","CUST_10","Butchers",NA,NA,8,292,"Credit Card","In-store",2024-11-26,FALSE,FALSE,FALSE,TRUE
"TXN_7194672","CUST_18","Butchers",NA,NA,8,208,"Digital Wallet","Online",2024-10-07,TRUE,FALSE,FALSE,TRUE
"TXN_6725698","CUST_06","Butchers",NA,NA,8,184,"Digital Wallet","Online",2024-11-03,TRUE,FALSE,FALSE,TRUE
"TXN_8342635","CUST_24","Milk Products",NA,NA,2,19,"Digital Wallet","In-store",2022-07-30,FALSE,FALSE,FALSE,TRUE
"TXN_5044258","CUST_04","Computers and electric accessories",NA,NA,10,260,"Digital Wallet","Online",2023-01-26,NA,FALSE,FALSE,TRUE
"TXN_8186737","CUST_08","Patisserie",NA,NA,5,167.5,"Credit Card","Online",2023-05-16,NA,FALSE,FALSE,TRUE
"TXN_5568136","CUST_04","Patisserie",NA,NA,8,160,"Credit Card","Online",2023-12-25,TRUE,FALSE,FALSE,TRUE
"TXN_5842704","CUST_01","Patisserie",NA,NA,6,30,"Cash","Online",2023-09-30,FALSE,FALSE,FALSE,TRUE
"TXN_4718422","CUST_04","Milk Products",NA,NA,1,20,"Cash","Online",2023-05-26,NA,FALSE,FALSE,TRUE
"TXN_2205066","CUST_11","Food",NA,NA,2,25,"Digital Wallet","In-store",2024-06-23,TRUE,FALSE,FALSE,TRUE
"TXN_3631452","CUST_12","Patisserie",NA,NA,7,203,"Digital Wallet","Online",2024-04-15,TRUE,FALSE,FALSE,TRUE
"TXN_2809812","CUST_15","Furniture",NA,NA,9,234,"Credit Card","In-store",2022-09-01,TRUE,FALSE,FALSE,TRUE
"TXN_1207984","CUST_17","Food",NA,NA,6,174,"Credit Card","In-store",2022-05-10,NA,FALSE,FALSE,TRUE
"TXN_8414334","CUST_23","Furniture",NA,NA,8,112,"Digital Wallet","Online",2024-11-27,TRUE,FALSE,FALSE,TRUE
"TXN_5541676","CUST_17","Beverages",NA,NA,9,153,"Digital Wallet","Online",2024-03-20,FALSE,FALSE,FALSE,TRUE
"TXN_5324237","CUST_19","Milk Products",NA,NA,9,288,"Credit Card","Online",2023-11-09,FALSE,FALSE,FALSE,TRUE
"TXN_3947387","CUST_17","Computers and electric accessories",NA,NA,7,66.5,"Digital Wallet","Online",2023-12-13,FALSE,FALSE,FALSE,TRUE
"TXN_9675839","CUST_09","Patisserie",NA,NA,2,31,"Credit Card","In-store",2023-04-07,FALSE,FALSE,FALSE,TRUE
"TXN_5769114","CUST_21","Milk Products",NA,NA,7,98,"Digital Wallet","In-store",2023-09-20,TRUE,FALSE,FALSE,TRUE
"TXN_3907047","CUST_19","Beverages",NA,NA,2,64,"Cash","Online",2022-01-27,TRUE,FALSE,FALSE,TRUE
"TXN_8917078","CUST_18","Computers and electric accessories",NA,NA,8,268,"Credit Card","Online",2022-10-15,FALSE,FALSE,FALSE,TRUE
"TXN_9478901","CUST_11","Patisserie",NA,NA,7,150.5,"Digital Wallet","In-store",2022-09-23,TRUE,FALSE,FALSE,TRUE
"TXN_5200691","CUST_16","Food",NA,NA,9,153,"Credit Card","In-store",2022-07-18,FALSE,FALSE,FALSE,TRUE
"TXN_5444047","CUST_21","Milk Products",NA,NA,3,96,"Credit Card","Online",2022-01-12,FALSE,FALSE,FALSE,TRUE
"TXN_7191353","CUST_08","Beverages",NA,NA,10,290,"Digital Wallet","In-store",2024-01-19,FALSE,FALSE,FALSE,TRUE
"TXN_8685497","CUST_13","Electric household essentials",NA,NA,8,304,"Credit Card","In-store",2022-08-22,FALSE,FALSE,FALSE,TRUE
"TXN_5456972","CUST_16","Electric household essentials",NA,NA,2,82,"Cash","In-store",2023-11-05,TRUE,FALSE,FALSE,TRUE
"TXN_9811351","CUST_07","Electric household essentials",NA,NA,6,39,"Digital Wallet","In-store",2023-05-22,FALSE,FALSE,FALSE,TRUE
"TXN_9576872","CUST_01","Computers and electric accessories",NA,NA,3,64.5,"Cash","In-store",2022-11-15,TRUE,FALSE,FALSE,TRUE
"TXN_9719161","CUST_21","Computers and electric accessories",NA,NA,8,304,"Cash","In-store",2024-09-11,NA,FALSE,FALSE,TRUE
"TXN_6629897","CUST_11","Beverages",NA,NA,7,213.5,"Credit Card","In-store",2024-03-05,TRUE,FALSE,FALSE,TRUE
"TXN_4786582","CUST_16","Electric household essentials",NA,NA,1,33.5,"Credit Card","Online",2023-12-18,NA,FALSE,FALSE,TRUE
"TXN_3846417","CUST_17","Beverages",NA,NA,2,34,"Cash","In-store",2024-03-30,TRUE,FALSE,FALSE,TRUE
"TXN_8830578","CUST_18","Electric household essentials",NA,NA,9,112.5,"Cash","Online",2023-04-17,FALSE,FALSE,FALSE,TRUE
"TXN_5635056","CUST_04","Computers and electric accessories",NA,NA,6,102,"Cash","Online",2023-04-24,TRUE,FALSE,FALSE,TRUE
"TXN_1046262","CUST_14","Milk Products",NA,NA,5,70,"Cash","In-store",2022-11-19,FALSE,FALSE,FALSE,TRUE
"TXN_4770477","CUST_24","Electric household essentials",NA,NA,7,87.5,"Digital Wallet","Online",2022-04-10,NA,FALSE,FALSE,TRUE
"TXN_9966592","CUST_13","Furniture",NA,NA,7,234.5,"Cash","In-store",2022-05-17,NA,FALSE,FALSE,TRUE
"TXN_4654556","CUST_20","Furniture",NA,NA,9,342,"Cash","Online",2023-04-27,NA,FALSE,FALSE,TRUE
"TXN_4279707","CUST_19","Furniture",NA,NA,2,13,"Cash","Online",2022-03-03,TRUE,FALSE,FALSE,TRUE
"TXN_3798658","CUST_25","Beverages",NA,NA,9,369,"Cash","Online",2024-02-24,NA,FALSE,FALSE,TRUE
"TXN_8616642","CUST_20","Milk Products",NA,NA,4,146,"Digital Wallet","Online",2023-11-06,FALSE,FALSE,FALSE,TRUE
"TXN_1595090","CUST_19","Patisserie",NA,NA,6,246,"Cash","Online",2024-07-11,NA,FALSE,FALSE,TRUE
"TXN_2032489","CUST_14","Butchers",NA,NA,8,304,"Cash","Online",2023-09-24,TRUE,FALSE,FALSE,TRUE
"TXN_3192013","CUST_01","Beverages",NA,NA,9,315,"Cash","In-store",2022-02-13,TRUE,FALSE,FALSE,TRUE
"TXN_9404791","CUST_05","Electric household essentials",NA,NA,9,369,"Cash","In-store",2023-08-31,NA,FALSE,FALSE,TRUE
"TXN_9815869","CUST_17","Electric household essentials",NA,NA,9,180,"Credit Card","In-store",2022-06-25,NA,FALSE,FALSE,TRUE
"TXN_6442349","CUST_17","Milk Products",NA,NA,5,137.5,"Credit Card","In-store",2025-01-01,NA,FALSE,FALSE,TRUE
"TXN_8438783","CUST_04","Electric household essentials",NA,NA,7,234.5,"Digital Wallet","Online",2022-02-04,NA,FALSE,FALSE,TRUE
"TXN_2065846","CUST_19","Milk Products",NA,NA,1,32,"Credit Card","Online",2024-02-12,TRUE,FALSE,FALSE,TRUE
"TXN_5943276","CUST_02","Food",NA,NA,2,82,"Credit Card","Online",2023-07-25,TRUE,FALSE,FALSE,TRUE
"TXN_3969761","CUST_03","Milk Products",NA,NA,1,32,"Digital Wallet","Online",2022-10-02,NA,FALSE,FALSE,TRUE
"TXN_7107634","CUST_24","Milk Products",NA,NA,3,114,"Digital Wallet","Online",2022-05-16,FALSE,FALSE,FALSE,TRUE
"TXN_2444942","CUST_09","Patisserie",NA,NA,8,112,"Digital Wallet","Online",2023-05-02,FALSE,FALSE,FALSE,TRUE
"TXN_2892369","CUST_03","Beverages",NA,NA,8,280,"Credit Card","In-store",2023-06-10,FALSE,FALSE,FALSE,TRUE
"TXN_9502131","CUST_12","Beverages",NA,NA,3,15,"Credit Card","Online",2023-07-19,TRUE,FALSE,FALSE,TRUE
"TXN_5259819","CUST_19","Patisserie",NA,NA,5,32.5,"Credit Card","In-store",2022-02-18,NA,FALSE,FALSE,TRUE
"TXN_2143826","CUST_05","Milk Products",NA,NA,5,160,"Credit Card","In-store",2024-08-14,FALSE,FALSE,FALSE,TRUE
"TXN_7177193","CUST_09","Patisserie",NA,NA,7,161,"Digital Wallet","Online",2023-04-02,NA,FALSE,FALSE,TRUE
"TXN_6058330","CUST_08","Patisserie",NA,NA,8,196,"Digital Wallet","Online",2022-05-24,TRUE,FALSE,FALSE,TRUE
"TXN_4995249","CUST_14","Milk Products",NA,NA,3,28.5,"Digital Wallet","Online",2022-07-28,NA,FALSE,FALSE,TRUE
"TXN_5618781","CUST_09","Milk Products",NA,NA,5,55,"Digital Wallet","In-store",2022-11-04,NA,FALSE,FALSE,TRUE
"TXN_9958675","CUST_24","Electric household essentials",NA,NA,6,120,"Cash","In-store",2024-02-27,NA,FALSE,FALSE,TRUE
"TXN_5657839","CUST_24","Furniture",NA,NA,5,197.5,"Credit Card","Online",2024-04-01,NA,FALSE,FALSE,TRUE
"TXN_8362813","CUST_20","Beverages",NA,NA,5,160,"Cash","Online",2022-08-22,NA,FALSE,FALSE,TRUE
"TXN_1071762","CUST_19","Beverages",NA,NA,3,28.5,"Cash","In-store",2024-10-31,NA,FALSE,FALSE,TRUE
"TXN_7714982","CUST_20","Butchers",NA,NA,4,98,"Credit Card","Online",2024-06-17,TRUE,FALSE,FALSE,TRUE
"TXN_9266601","CUST_12","Food",NA,NA,7,45.5,"Digital Wallet","Online",2024-04-30,TRUE,FALSE,FALSE,TRUE
"TXN_3871513","CUST_15","Patisserie",NA,NA,8,160,"Digital Wallet","Online",2024-07-12,TRUE,FALSE,FALSE,TRUE
"TXN_3763280","CUST_20","Beverages",NA,NA,1,9.5,"Credit Card","In-store",2024-12-20,FALSE,FALSE,FALSE,TRUE
"TXN_7798925","CUST_08","Beverages",NA,NA,9,220.5,"Cash","In-store",2023-03-21,FALSE,FALSE,FALSE,TRUE
"TXN_7062557","CUST_03","Furniture",NA,NA,5,32.5,"Credit Card","Online",2023-02-03,NA,FALSE,FALSE,TRUE
"TXN_4145243","CUST_08","Patisserie",NA,NA,10,185,"Cash","Online",2024-12-08,NA,FALSE,FALSE,TRUE
"TXN_6198629","CUST_15","Computers and electric accessories",NA,NA,2,28,"Digital Wallet","Online",2023-10-05,NA,FALSE,FALSE,TRUE
"TXN_7745199","CUST_13","Furniture",NA,NA,9,342,"Digital Wallet","In-store",2022-03-17,NA,FALSE,FALSE,TRUE
"TXN_8951116","CUST_07","Electric household essentials",NA,NA,4,50,"Credit Card","Online",2023-01-23,NA,FALSE,FALSE,TRUE
"TXN_4297692","CUST_15","Furniture",NA,NA,6,39,"Digital Wallet","Online",2023-06-29,NA,FALSE,FALSE,TRUE
"TXN_3760030","CUST_05","Food",NA,NA,2,22,"Cash","Online",2023-11-24,FALSE,FALSE,FALSE,TRUE
"TXN_6506416","CUST_02","Furniture",NA,NA,5,122.5,"Cash","In-store",2024-07-24,TRUE,FALSE,FALSE,TRUE
"TXN_1201215","CUST_13","Computers and electric accessories",NA,NA,6,93,"Cash","Online",2022-10-03,TRUE,FALSE,FALSE,TRUE
"TXN_8227236","CUST_07","Milk Products",NA,NA,4,62,"Digital Wallet","Online",2024-05-12,TRUE,FALSE,FALSE,TRUE
"TXN_4457696","CUST_22","Butchers",NA,NA,10,215,"Credit Card","In-store",2022-12-04,TRUE,FALSE,FALSE,TRUE
"TXN_2556431","CUST_04","Beverages",NA,NA,7,98,"Cash","Online",2024-02-04,FALSE,FALSE,FALSE,TRUE
"TXN_5495445","CUST_21","Butchers",NA,NA,7,35,"Cash","Online",2023-09-18,NA,FALSE,FALSE,TRUE
"TXN_9113838","CUST_24","Food",NA,NA,8,40,"Credit Card","In-store",2023-06-30,TRUE,FALSE,FALSE,TRUE
"TXN_7671253","CUST_12","Electric household essentials",NA,NA,3,69,"Credit Card","Online",2022-10-14,TRUE,FALSE,FALSE,TRUE
"TXN_3525275","CUST_21","Food",NA,NA,1,20,"Digital Wallet","Online",2024-03-16,FALSE,FALSE,FALSE,TRUE
"TXN_3708702","CUST_11","Beverages",NA,NA,4,20,"Credit Card","Online",2022-08-24,FALSE,FALSE,FALSE,TRUE
"TXN_6292699","CUST_18","Computers and electric accessories",NA,NA,8,244,"Credit Card","In-store",2025-01-14,NA,FALSE,FALSE,TRUE
"TXN_5105838","CUST_17","Electric household essentials",NA,NA,3,123,"Digital Wallet","Online",2024-05-24,TRUE,FALSE,FALSE,TRUE
"TXN_2634754","CUST_07","Electric household essentials",NA,NA,3,78,"Cash","Online",2022-05-15,TRUE,FALSE,FALSE,TRUE
"TXN_4266749","CUST_11","Furniture",NA,NA,7,266,"Cash","In-store",2022-08-10,TRUE,FALSE,FALSE,TRUE
"TXN_7014462","CUST_24","Patisserie",NA,NA,2,37,"Credit Card","Online",2024-11-29,FALSE,FALSE,FALSE,TRUE
"TXN_5147764","CUST_01","Furniture",NA,NA,5,32.5,"Credit Card","Online",2023-09-06,TRUE,FALSE,FALSE,TRUE
"TXN_1352194","CUST_17","Electric household essentials",NA,NA,4,86,"Credit Card","Online",2023-02-26,NA,FALSE,FALSE,TRUE
"TXN_5625684","CUST_22","Computers and electric accessories",NA,NA,4,80,"Cash","In-store",2022-11-09,TRUE,FALSE,FALSE,TRUE
